x: 1096, y: 483, track_id: 3, frame_id: 449, camera_id: 75
x: 1150, y: 687, track_id: 1, frame_id: 10, camera_id: 75
x: 1032, y: 465, track_id: 3, frame_id: 10, camera_id: 75
x: 1031, y: 464, track_id: 3, frame_id: 11, camera_id: 75
x: 585, y: 565, track_id: 4, frame_id: 11, camera_id: 75
x: 491, y: 626, track_id: 2, frame_id: 11, camera_id: 75
x: 1149, y: 689, track_id: 1, frame_id: 11, camera_id: 75
x: 492, y: 626, track_id: 2, frame_id: 12, camera_id: 75
x: 1147, y: 688, track_id: 1, frame_id: 12, camera_id: 75
x: 1032, y: 465, track_id: 3, frame_id: 12, camera_id: 75
x: 586, y: 563, track_id: 4, frame_id: 12, camera_id: 75
x: 586, y: 560, track_id: 4, frame_id: 13, camera_id: 75
x: 494, y: 626, track_id: 2, frame_id: 13, camera_id: 75
x: 1143, y: 692, track_id: 1, frame_id: 13, camera_id: 75
x: 1032, y: 466, track_id: 3, frame_id: 13, camera_id: 75
x: 1141, y: 694, track_id: 1, frame_id: 14, camera_id: 75
x: 495, y: 627, track_id: 2, frame_id: 14, camera_id: 75
x: 1032, y: 466, track_id: 3, frame_id: 14, camera_id: 75
x: 587, y: 558, track_id: 4, frame_id: 14, camera_id: 75
x: 1136, y: 695, track_id: 1, frame_id: 15, camera_id: 75
x: 498, y: 629, track_id: 2, frame_id: 15, camera_id: 75
x: 1033, y: 466, track_id: 3, frame_id: 15, camera_id: 75
x: 587, y: 560, track_id: 4, frame_id: 15, camera_id: 75
x: 1035, y: 466, track_id: 3, frame_id: 16, camera_id: 75
x: 587, y: 561, track_id: 4, frame_id: 16, camera_id: 75
x: 502, y: 629, track_id: 2, frame_id: 16, camera_id: 75
x: 1136, y: 698, track_id: 1, frame_id: 16, camera_id: 75
x: 1133, y: 699, track_id: 1, frame_id: 17, camera_id: 75
x: 511, y: 628, track_id: 2, frame_id: 17, camera_id: 75
x: 1036, y: 466, track_id: 3, frame_id: 17, camera_id: 75
x: 586, y: 557, track_id: 4, frame_id: 17, camera_id: 75
x: 586, y: 557, track_id: 4, frame_id: 18, camera_id: 75
x: 515, y: 627, track_id: 2, frame_id: 18, camera_id: 75
x: 1129, y: 701, track_id: 1, frame_id: 18, camera_id: 75
x: 1036, y: 467, track_id: 3, frame_id: 18, camera_id: 75
x: 1123, y: 702, track_id: 1, frame_id: 19, camera_id: 75
x: 525, y: 627, track_id: 2, frame_id: 19, camera_id: 75
x: 1035, y: 468, track_id: 3, frame_id: 19, camera_id: 75
x: 1035, y: 469, track_id: 3, frame_id: 20, camera_id: 75
x: 1120, y: 700, track_id: 1, frame_id: 20, camera_id: 75
x: 533, y: 629, track_id: 2, frame_id: 20, camera_id: 75
x: 1114, y: 702, track_id: 1, frame_id: 21, camera_id: 75
x: 536, y: 630, track_id: 2, frame_id: 21, camera_id: 75
x: 1034, y: 467, track_id: 3, frame_id: 21, camera_id: 75
x: 1034, y: 470, track_id: 3, frame_id: 22, camera_id: 75
x: 540, y: 629, track_id: 2, frame_id: 22, camera_id: 75
x: 1104, y: 706, track_id: 1, frame_id: 22, camera_id: 75
x: 1102, y: 706, track_id: 1, frame_id: 23, camera_id: 75
x: 548, y: 627, track_id: 2, frame_id: 23, camera_id: 75
x: 1034, y: 470, track_id: 3, frame_id: 23, camera_id: 75
x: 1099, y: 707, track_id: 1, frame_id: 24, camera_id: 75
x: 557, y: 629, track_id: 2, frame_id: 24, camera_id: 75
x: 1033, y: 471, track_id: 3, frame_id: 24, camera_id: 75
x: 561, y: 628, track_id: 2, frame_id: 25, camera_id: 75
x: 1033, y: 472, track_id: 3, frame_id: 25, camera_id: 75
x: 1095, y: 707, track_id: 1, frame_id: 25, camera_id: 75
x: 1033, y: 473, track_id: 3, frame_id: 26, camera_id: 75
x: 1096, y: 708, track_id: 1, frame_id: 26, camera_id: 75
x: 565, y: 628, track_id: 2, frame_id: 26, camera_id: 75
x: 1094, y: 718, track_id: 1, frame_id: 27, camera_id: 75
x: 568, y: 629, track_id: 2, frame_id: 27, camera_id: 75
x: 1034, y: 475, track_id: 3, frame_id: 27, camera_id: 75
x: 1096, y: 722, track_id: 1, frame_id: 28, camera_id: 75
x: 573, y: 629, track_id: 2, frame_id: 28, camera_id: 75
x: 1033, y: 479, track_id: 3, frame_id: 28, camera_id: 75
x: 1096, y: 721, track_id: 1, frame_id: 29, camera_id: 75
x: 578, y: 630, track_id: 2, frame_id: 29, camera_id: 75
x: 1034, y: 479, track_id: 3, frame_id: 29, camera_id: 75
x: 1094, y: 722, track_id: 1, frame_id: 30, camera_id: 75
x: 586, y: 630, track_id: 2, frame_id: 30, camera_id: 75
x: 593, y: 626, track_id: 4, frame_id: 31, camera_id: 75
x: 1092, y: 721, track_id: 1, frame_id: 31, camera_id: 75
x: 1089, y: 722, track_id: 1, frame_id: 32, camera_id: 75
x: 602, y: 630, track_id: 4, frame_id: 32, camera_id: 75
x: 1034, y: 475, track_id: 3, frame_id: 32, camera_id: 75
x: 1085, y: 726, track_id: 1, frame_id: 33, camera_id: 75
x: 606, y: 630, track_id: 2, frame_id: 33, camera_id: 75
x: 1034, y: 479, track_id: 3, frame_id: 33, camera_id: 75
x: 1080, y: 730, track_id: 1, frame_id: 34, camera_id: 75
x: 623, y: 630, track_id: 2, frame_id: 34, camera_id: 75
x: 1035, y: 480, track_id: 3, frame_id: 34, camera_id: 75
x: 1078, y: 730, track_id: 1, frame_id: 35, camera_id: 75
x: 631, y: 630, track_id: 2, frame_id: 35, camera_id: 75
x: 1034, y: 478, track_id: 3, frame_id: 35, camera_id: 75
x: 1074, y: 733, track_id: 1, frame_id: 36, camera_id: 75
x: 639, y: 626, track_id: 2, frame_id: 36, camera_id: 75
x: 1035, y: 478, track_id: 3, frame_id: 36, camera_id: 75
x: 643, y: 625, track_id: 2, frame_id: 37, camera_id: 75
x: 1071, y: 735, track_id: 1, frame_id: 37, camera_id: 75
x: 1035, y: 478, track_id: 3, frame_id: 37, camera_id: 75
x: 1035, y: 477, track_id: 3, frame_id: 38, camera_id: 75
x: 1067, y: 734, track_id: 1, frame_id: 38, camera_id: 75
x: 646, y: 625, track_id: 4, frame_id: 38, camera_id: 75
x: 1064, y: 734, track_id: 1, frame_id: 39, camera_id: 75
x: 647, y: 624, track_id: 4, frame_id: 39, camera_id: 75
x: 1035, y: 477, track_id: 3, frame_id: 39, camera_id: 75
x: 1061, y: 733, track_id: 1, frame_id: 40, camera_id: 75
x: 649, y: 625, track_id: 4, frame_id: 40, camera_id: 75
x: 1035, y: 478, track_id: 3, frame_id: 40, camera_id: 75
x: 651, y: 624, track_id: 2, frame_id: 41, camera_id: 75
x: 1062, y: 737, track_id: 1, frame_id: 41, camera_id: 75
x: 1062, y: 742, track_id: 1, frame_id: 42, camera_id: 75
x: 656, y: 625, track_id: 2, frame_id: 42, camera_id: 75
x: 1035, y: 480, track_id: 3, frame_id: 42, camera_id: 75
x: 666, y: 626, track_id: 2, frame_id: 43, camera_id: 75
x: 1060, y: 745, track_id: 1, frame_id: 43, camera_id: 75
x: 1061, y: 744, track_id: 1, frame_id: 44, camera_id: 75
x: 674, y: 624, track_id: 2, frame_id: 44, camera_id: 75
x: 1060, y: 749, track_id: 1, frame_id: 45, camera_id: 75
x: 685, y: 627, track_id: 2, frame_id: 45, camera_id: 75
x: 1057, y: 754, track_id: 1, frame_id: 46, camera_id: 75
x: 697, y: 628, track_id: 2, frame_id: 46, camera_id: 75
x: 1033, y: 485, track_id: 3, frame_id: 46, camera_id: 75
x: 706, y: 629, track_id: 2, frame_id: 47, camera_id: 75
x: 1053, y: 755, track_id: 1, frame_id: 47, camera_id: 75
x: 1033, y: 485, track_id: 3, frame_id: 47, camera_id: 75
x: 1050, y: 753, track_id: 1, frame_id: 48, camera_id: 75
x: 722, y: 627, track_id: 2, frame_id: 48, camera_id: 75
x: 1032, y: 482, track_id: 3, frame_id: 48, camera_id: 75
x: 588, y: 563, track_id: 4, frame_id: 48, camera_id: 75
x: 1046, y: 753, track_id: 1, frame_id: 49, camera_id: 75
x: 729, y: 624, track_id: 2, frame_id: 49, camera_id: 75
x: 1030, y: 484, track_id: 3, frame_id: 49, camera_id: 75
x: 588, y: 562, track_id: 4, frame_id: 49, camera_id: 75
x: 734, y: 622, track_id: 2, frame_id: 50, camera_id: 75
x: 1042, y: 758, track_id: 1, frame_id: 50, camera_id: 75
x: 590, y: 566, track_id: 4, frame_id: 50, camera_id: 75
x: 739, y: 622, track_id: 2, frame_id: 51, camera_id: 75
x: 1038, y: 762, track_id: 1, frame_id: 51, camera_id: 75
x: 1027, y: 484, track_id: 3, frame_id: 51, camera_id: 75
x: 589, y: 564, track_id: 4, frame_id: 51, camera_id: 75
x: 740, y: 621, track_id: 2, frame_id: 52, camera_id: 75
x: 1033, y: 767, track_id: 1, frame_id: 52, camera_id: 75
x: 1026, y: 484, track_id: 3, frame_id: 52, camera_id: 75
x: 1025, y: 486, track_id: 3, frame_id: 53, camera_id: 75
x: 742, y: 621, track_id: 2, frame_id: 53, camera_id: 75
x: 1024, y: 769, track_id: 1, frame_id: 53, camera_id: 75
x: 588, y: 563, track_id: 4, frame_id: 54, camera_id: 75
x: 1022, y: 769, track_id: 1, frame_id: 54, camera_id: 75
x: 743, y: 623, track_id: 2, frame_id: 54, camera_id: 75
x: 748, y: 624, track_id: 2, frame_id: 55, camera_id: 75
x: 1023, y: 774, track_id: 1, frame_id: 55, camera_id: 75
x: 1024, y: 485, track_id: 3, frame_id: 55, camera_id: 75
x: 588, y: 562, track_id: 4, frame_id: 55, camera_id: 75
x: 588, y: 561, track_id: 4, frame_id: 56, camera_id: 75
x: 753, y: 624, track_id: 2, frame_id: 56, camera_id: 75
x: 1022, y: 779, track_id: 1, frame_id: 56, camera_id: 75
x: 1024, y: 486, track_id: 3, frame_id: 56, camera_id: 75
x: 588, y: 562, track_id: 4, frame_id: 57, camera_id: 75
x: 760, y: 623, track_id: 2, frame_id: 57, camera_id: 75
x: 1019, y: 785, track_id: 1, frame_id: 57, camera_id: 75
x: 1024, y: 485, track_id: 3, frame_id: 57, camera_id: 75
x: 588, y: 562, track_id: 4, frame_id: 58, camera_id: 75
x: 1024, y: 484, track_id: 3, frame_id: 58, camera_id: 75
x: 1020, y: 785, track_id: 1, frame_id: 58, camera_id: 75
x: 768, y: 622, track_id: 2, frame_id: 58, camera_id: 75
x: 1018, y: 784, track_id: 1, frame_id: 59, camera_id: 75
x: 778, y: 623, track_id: 2, frame_id: 59, camera_id: 75
x: 1023, y: 488, track_id: 3, frame_id: 59, camera_id: 75
x: 588, y: 562, track_id: 4, frame_id: 59, camera_id: 75
x: 588, y: 563, track_id: 4, frame_id: 60, camera_id: 75
x: 1011, y: 784, track_id: 1, frame_id: 60, camera_id: 75
x: 784, y: 618, track_id: 2, frame_id: 60, camera_id: 75
x: 1023, y: 486, track_id: 3, frame_id: 60, camera_id: 75
x: 1008, y: 785, track_id: 1, frame_id: 61, camera_id: 75
x: 791, y: 621, track_id: 2, frame_id: 61, camera_id: 75
x: 1022, y: 489, track_id: 3, frame_id: 61, camera_id: 75
x: 589, y: 564, track_id: 4, frame_id: 61, camera_id: 75
x: 1022, y: 484, track_id: 3, frame_id: 62, camera_id: 75
x: 589, y: 564, track_id: 4, frame_id: 62, camera_id: 75
x: 1003, y: 786, track_id: 1, frame_id: 62, camera_id: 75
x: 805, y: 621, track_id: 2, frame_id: 62, camera_id: 75
x: 814, y: 623, track_id: 2, frame_id: 63, camera_id: 75
x: 998, y: 789, track_id: 1, frame_id: 63, camera_id: 75
x: 1022, y: 484, track_id: 3, frame_id: 63, camera_id: 75
x: 994, y: 791, track_id: 1, frame_id: 64, camera_id: 75
x: 822, y: 619, track_id: 2, frame_id: 64, camera_id: 75
x: 828, y: 617, track_id: 2, frame_id: 65, camera_id: 75
x: 989, y: 798, track_id: 1, frame_id: 65, camera_id: 75
x: 1436, y: 552, track_id: 4, frame_id: 65, camera_id: 75
x: 1022, y: 487, track_id: 3, frame_id: 66, camera_id: 75
x: 1436, y: 551, track_id: 4, frame_id: 66, camera_id: 75
x: 987, y: 797, track_id: 1, frame_id: 66, camera_id: 75
x: 829, y: 617, track_id: 2, frame_id: 66, camera_id: 75
x: 983, y: 805, track_id: 1, frame_id: 67, camera_id: 75
x: 831, y: 618, track_id: 2, frame_id: 67, camera_id: 75
x: 1435, y: 551, track_id: 4, frame_id: 67, camera_id: 75
x: 1022, y: 490, track_id: 3, frame_id: 67, camera_id: 75
x: 1434, y: 552, track_id: 4, frame_id: 68, camera_id: 75
x: 835, y: 620, track_id: 2, frame_id: 68, camera_id: 75
x: 980, y: 803, track_id: 1, frame_id: 68, camera_id: 75
x: 1023, y: 490, track_id: 3, frame_id: 68, camera_id: 75
x: 978, y: 804, track_id: 1, frame_id: 69, camera_id: 75
x: 839, y: 620, track_id: 2, frame_id: 69, camera_id: 75
x: 1023, y: 493, track_id: 3, frame_id: 69, camera_id: 75
x: 1434, y: 550, track_id: 4, frame_id: 69, camera_id: 75
x: 1023, y: 493, track_id: 3, frame_id: 70, camera_id: 75
x: 1434, y: 551, track_id: 4, frame_id: 70, camera_id: 75
x: 976, y: 817, track_id: 1, frame_id: 70, camera_id: 75
x: 843, y: 619, track_id: 2, frame_id: 70, camera_id: 75
x: 1433, y: 551, track_id: 4, frame_id: 71, camera_id: 75
x: 1023, y: 493, track_id: 3, frame_id: 71, camera_id: 75
x: 973, y: 827, track_id: 1, frame_id: 71, camera_id: 75
x: 848, y: 619, track_id: 2, frame_id: 71, camera_id: 75
x: 970, y: 829, track_id: 1, frame_id: 72, camera_id: 75
x: 850, y: 618, track_id: 2, frame_id: 72, camera_id: 75
x: 1023, y: 494, track_id: 3, frame_id: 72, camera_id: 75
x: 1433, y: 551, track_id: 4, frame_id: 72, camera_id: 75
x: 1433, y: 552, track_id: 4, frame_id: 73, camera_id: 75
x: 856, y: 621, track_id: 2, frame_id: 73, camera_id: 75
x: 969, y: 829, track_id: 1, frame_id: 73, camera_id: 75
x: 1024, y: 494, track_id: 3, frame_id: 73, camera_id: 75
x: 967, y: 831, track_id: 1, frame_id: 74, camera_id: 75
x: 1432, y: 552, track_id: 5, frame_id: 74, camera_id: 75
x: 1024, y: 494, track_id: 3, frame_id: 74, camera_id: 75
x: 1429, y: 548, track_id: 5, frame_id: 75, camera_id: 75
x: 963, y: 831, track_id: 1, frame_id: 75, camera_id: 75
x: 1023, y: 495, track_id: 3, frame_id: 75, camera_id: 75
x: 957, y: 832, track_id: 1, frame_id: 76, camera_id: 75
x: 1023, y: 495, track_id: 3, frame_id: 76, camera_id: 75
x: 1427, y: 547, track_id: 5, frame_id: 76, camera_id: 75
x: 865, y: 622, track_id: 2, frame_id: 76, camera_id: 75
x: 1421, y: 550, track_id: 5, frame_id: 77, camera_id: 75
x: 952, y: 833, track_id: 1, frame_id: 77, camera_id: 75
x: 1023, y: 495, track_id: 3, frame_id: 77, camera_id: 75
x: 948, y: 829, track_id: 1, frame_id: 78, camera_id: 75
x: 1420, y: 549, track_id: 5, frame_id: 78, camera_id: 75
x: 1415, y: 551, track_id: 5, frame_id: 79, camera_id: 75
x: 938, y: 834, track_id: 1, frame_id: 79, camera_id: 75
x: 930, y: 839, track_id: 1, frame_id: 80, camera_id: 75
x: 1408, y: 551, track_id: 5, frame_id: 80, camera_id: 75
x: 867, y: 624, track_id: 2, frame_id: 80, camera_id: 75
x: 1020, y: 493, track_id: 3, frame_id: 80, camera_id: 75
x: 867, y: 622, track_id: 2, frame_id: 81, camera_id: 75
x: 1404, y: 551, track_id: 5, frame_id: 81, camera_id: 75
x: 924, y: 848, track_id: 1, frame_id: 81, camera_id: 75
x: 917, y: 852, track_id: 1, frame_id: 82, camera_id: 75
x: 1393, y: 569, track_id: 5, frame_id: 82, camera_id: 75
x: 1019, y: 491, track_id: 3, frame_id: 82, camera_id: 75
x: 1020, y: 492, track_id: 3, frame_id: 83, camera_id: 75
x: 1384, y: 572, track_id: 5, frame_id: 83, camera_id: 75
x: 914, y: 852, track_id: 1, frame_id: 83, camera_id: 75
x: 909, y: 853, track_id: 1, frame_id: 84, camera_id: 75
x: 1377, y: 571, track_id: 5, frame_id: 84, camera_id: 75
x: 1020, y: 492, track_id: 3, frame_id: 84, camera_id: 75
x: 867, y: 615, track_id: 2, frame_id: 85, camera_id: 75
x: 1019, y: 493, track_id: 3, frame_id: 85, camera_id: 75
x: 1367, y: 573, track_id: 5, frame_id: 85, camera_id: 75
x: 910, y: 855, track_id: 1, frame_id: 85, camera_id: 75
x: 1364, y: 572, track_id: 5, frame_id: 86, camera_id: 75
x: 909, y: 868, track_id: 1, frame_id: 86, camera_id: 75
x: 1019, y: 492, track_id: 3, frame_id: 86, camera_id: 75
x: 1020, y: 493, track_id: 3, frame_id: 87, camera_id: 75
x: 911, y: 871, track_id: 1, frame_id: 87, camera_id: 75
x: 1360, y: 571, track_id: 5, frame_id: 87, camera_id: 75
x: 1357, y: 573, track_id: 5, frame_id: 88, camera_id: 75
x: 908, y: 874, track_id: 1, frame_id: 88, camera_id: 75
x: 1020, y: 494, track_id: 3, frame_id: 88, camera_id: 75
x: 1353, y: 574, track_id: 5, frame_id: 89, camera_id: 75
x: 903, y: 879, track_id: 1, frame_id: 89, camera_id: 75
x: 1020, y: 494, track_id: 3, frame_id: 89, camera_id: 75
x: 1020, y: 494, track_id: 3, frame_id: 90, camera_id: 75
x: 1348, y: 574, track_id: 5, frame_id: 90, camera_id: 75
x: 897, y: 882, track_id: 1, frame_id: 90, camera_id: 75
x: 1345, y: 575, track_id: 5, frame_id: 91, camera_id: 75
x: 892, y: 887, track_id: 1, frame_id: 91, camera_id: 75
x: 1020, y: 494, track_id: 3, frame_id: 91, camera_id: 75
x: 1020, y: 495, track_id: 3, frame_id: 92, camera_id: 75
x: 1340, y: 578, track_id: 5, frame_id: 92, camera_id: 75
x: 887, y: 886, track_id: 1, frame_id: 92, camera_id: 75
x: 1334, y: 579, track_id: 5, frame_id: 93, camera_id: 75
x: 881, y: 885, track_id: 1, frame_id: 93, camera_id: 75
x: 1021, y: 494, track_id: 3, frame_id: 93, camera_id: 75
x: 876, y: 887, track_id: 1, frame_id: 94, camera_id: 75
x: 1326, y: 577, track_id: 5, frame_id: 94, camera_id: 75
x: 1020, y: 494, track_id: 3, frame_id: 94, camera_id: 75
x: 1316, y: 576, track_id: 5, frame_id: 95, camera_id: 75
x: 873, y: 893, track_id: 1, frame_id: 95, camera_id: 75
x: 1021, y: 494, track_id: 3, frame_id: 95, camera_id: 75
x: 1020, y: 495, track_id: 3, frame_id: 96, camera_id: 75
x: 867, y: 897, track_id: 1, frame_id: 96, camera_id: 75
x: 1309, y: 578, track_id: 5, frame_id: 96, camera_id: 75
x: 1291, y: 576, track_id: 5, frame_id: 97, camera_id: 75
x: 861, y: 905, track_id: 1, frame_id: 97, camera_id: 75
x: 1021, y: 493, track_id: 3, frame_id: 97, camera_id: 75
x: 588, y: 562, track_id: 4, frame_id: 97, camera_id: 75
x: 1284, y: 578, track_id: 5, frame_id: 98, camera_id: 75
x: 1021, y: 493, track_id: 3, frame_id: 98, camera_id: 75
x: 855, y: 906, track_id: 1, frame_id: 98, camera_id: 75
x: 1279, y: 574, track_id: 5, frame_id: 99, camera_id: 75
x: 853, y: 910, track_id: 1, frame_id: 99, camera_id: 75
x: 1021, y: 493, track_id: 3, frame_id: 99, camera_id: 75
x: 588, y: 561, track_id: 4, frame_id: 99, camera_id: 75
x: 1022, y: 492, track_id: 3, frame_id: 100, camera_id: 75
x: 1276, y: 573, track_id: 5, frame_id: 100, camera_id: 75
x: 848, y: 918, track_id: 1, frame_id: 100, camera_id: 75
x: 1273, y: 574, track_id: 5, frame_id: 101, camera_id: 75
x: 845, y: 929, track_id: 1, frame_id: 101, camera_id: 75
x: 1021, y: 492, track_id: 3, frame_id: 101, camera_id: 75
x: 1020, y: 492, track_id: 3, frame_id: 102, camera_id: 75
x: 1272, y: 574, track_id: 5, frame_id: 102, camera_id: 75
x: 843, y: 933, track_id: 1, frame_id: 102, camera_id: 75
x: 1270, y: 576, track_id: 5, frame_id: 103, camera_id: 75
x: 840, y: 933, track_id: 1, frame_id: 103, camera_id: 75
x: 1019, y: 492, track_id: 3, frame_id: 103, camera_id: 75
x: 836, y: 931, track_id: 1, frame_id: 104, camera_id: 75
x: 1266, y: 577, track_id: 5, frame_id: 104, camera_id: 75
x: 1017, y: 490, track_id: 3, frame_id: 104, camera_id: 75
x: 1262, y: 576, track_id: 5, frame_id: 105, camera_id: 75
x: 833, y: 931, track_id: 1, frame_id: 105, camera_id: 75
x: 1017, y: 490, track_id: 3, frame_id: 105, camera_id: 75
x: 1017, y: 490, track_id: 3, frame_id: 106, camera_id: 75
x: 1257, y: 578, track_id: 5, frame_id: 106, camera_id: 75
x: 825, y: 936, track_id: 1, frame_id: 106, camera_id: 75
x: 817, y: 941, track_id: 1, frame_id: 107, camera_id: 75
x: 1248, y: 578, track_id: 5, frame_id: 107, camera_id: 75
x: 1241, y: 578, track_id: 5, frame_id: 108, camera_id: 75
x: 810, y: 931, track_id: 1, frame_id: 108, camera_id: 75
x: 588, y: 560, track_id: 4, frame_id: 108, camera_id: 75
x: 797, y: 935, track_id: 1, frame_id: 109, camera_id: 75
x: 1233, y: 578, track_id: 5, frame_id: 109, camera_id: 75
x: 588, y: 561, track_id: 4, frame_id: 109, camera_id: 75
x: 1225, y: 577, track_id: 5, frame_id: 110, camera_id: 75
x: 786, y: 954, track_id: 1, frame_id: 110, camera_id: 75
x: 588, y: 560, track_id: 4, frame_id: 110, camera_id: 75
x: 1211, y: 576, track_id: 5, frame_id: 111, camera_id: 75
x: 777, y: 962, track_id: 1, frame_id: 111, camera_id: 75
x: 588, y: 560, track_id: 4, frame_id: 111, camera_id: 75
x: 588, y: 560, track_id: 4, frame_id: 112, camera_id: 75
x: 1203, y: 573, track_id: 5, frame_id: 112, camera_id: 75
x: 769, y: 961, track_id: 1, frame_id: 112, camera_id: 75
x: 1199, y: 573, track_id: 5, frame_id: 113, camera_id: 75
x: 764, y: 963, track_id: 1, frame_id: 113, camera_id: 75
x: 588, y: 562, track_id: 4, frame_id: 113, camera_id: 75
x: 778, y: 571, track_id: 2, frame_id: 114, camera_id: 75
x: 1196, y: 574, track_id: 5, frame_id: 114, camera_id: 75
x: 763, y: 967, track_id: 1, frame_id: 114, camera_id: 75
x: 588, y: 562, track_id: 4, frame_id: 114, camera_id: 75
x: 1193, y: 572, track_id: 5, frame_id: 115, camera_id: 75
x: 765, y: 979, track_id: 1, frame_id: 115, camera_id: 75
x: 768, y: 574, track_id: 2, frame_id: 115, camera_id: 75
x: 588, y: 561, track_id: 4, frame_id: 115, camera_id: 75
x: 587, y: 561, track_id: 4, frame_id: 116, camera_id: 75
x: 1193, y: 572, track_id: 5, frame_id: 116, camera_id: 75
x: 765, y: 991, track_id: 1, frame_id: 116, camera_id: 75
x: 763, y: 575, track_id: 2, frame_id: 116, camera_id: 75
x: 1192, y: 574, track_id: 5, frame_id: 117, camera_id: 75
x: 762, y: 996, track_id: 1, frame_id: 117, camera_id: 75
x: 755, y: 575, track_id: 2, frame_id: 117, camera_id: 75
x: 587, y: 560, track_id: 4, frame_id: 117, camera_id: 75
x: 587, y: 560, track_id: 4, frame_id: 118, camera_id: 75
x: 760, y: 999, track_id: 1, frame_id: 118, camera_id: 75
x: 1188, y: 576, track_id: 5, frame_id: 118, camera_id: 75
x: 744, y: 577, track_id: 2, frame_id: 118, camera_id: 75
x: 1183, y: 576, track_id: 5, frame_id: 119, camera_id: 75
x: 755, y: 999, track_id: 1, frame_id: 119, camera_id: 75
x: 736, y: 591, track_id: 2, frame_id: 119, camera_id: 75
x: 747, y: 999, track_id: 1, frame_id: 120, camera_id: 75
x: 1177, y: 576, track_id: 5, frame_id: 120, camera_id: 75
x: 723, y: 599, track_id: 2, frame_id: 120, camera_id: 75
x: 1171, y: 574, track_id: 5, frame_id: 121, camera_id: 75
x: 736, y: 1002, track_id: 1, frame_id: 121, camera_id: 75
x: 725, y: 1004, track_id: 1, frame_id: 122, camera_id: 75
x: 1165, y: 575, track_id: 5, frame_id: 122, camera_id: 75
x: 720, y: 583, track_id: 2, frame_id: 122, camera_id: 75
x: 714, y: 1009, track_id: 1, frame_id: 123, camera_id: 75
x: 1155, y: 573, track_id: 5, frame_id: 123, camera_id: 75
x: 1148, y: 572, track_id: 5, frame_id: 124, camera_id: 75
x: 704, y: 1024, track_id: 1, frame_id: 124, camera_id: 75
x: 712, y: 584, track_id: 2, frame_id: 124, camera_id: 75
x: 1140, y: 573, track_id: 5, frame_id: 125, camera_id: 75
x: 698, y: 1039, track_id: 1, frame_id: 125, camera_id: 75
x: 702, y: 574, track_id: 2, frame_id: 126, camera_id: 75
x: 692, y: 1048, track_id: 1, frame_id: 126, camera_id: 75
x: 1129, y: 574, track_id: 5, frame_id: 126, camera_id: 75
x: 684, y: 1053, track_id: 1, frame_id: 127, camera_id: 75
x: 1120, y: 573, track_id: 5, frame_id: 127, camera_id: 75
x: 696, y: 581, track_id: 2, frame_id: 127, camera_id: 75
x: 1117, y: 572, track_id: 5, frame_id: 128, camera_id: 75
x: 678, y: 1057, track_id: 1, frame_id: 128, camera_id: 75
x: 1115, y: 572, track_id: 5, frame_id: 129, camera_id: 75
x: 675, y: 1068, track_id: 1, frame_id: 129, camera_id: 75
x: 1113, y: 572, track_id: 5, frame_id: 130, camera_id: 75
x: 669, y: 1076, track_id: 1, frame_id: 130, camera_id: 75
x: 1111, y: 572, track_id: 5, frame_id: 131, camera_id: 75
